Soldier_ID,TimeStamp,HeartRate,Latitude,Longitude,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Linear_Accelerometer_X,Linear_Accelerometer_Y,Linear_Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,uncalib_Gyro_X,uncalib_Gyro_Y,uncalib_Gyro_Z,Gyro_rotation_vector_X,Gyro_rotation_vector_Y,Gyro_rotation_vector_Z,Gravity_X,Gravity_Y,Gravity_Z,User_Activity
0,10/6/23 3:56 PM,139,33.6463399,72.9945885,-9.94457,1.40459,3.0006,-19.75457,-8.40541,-6.8094,-19.25,70.21,36.75,-19.25,70.21,0.07,0.79026,-0.15596,0.14555,-9.31845,2.29228,-2.02049,Start_Activity
0,10/6/23 3:56 PM,140,33.6463399,72.9945885,-11.33959,-0.26082,3.00778,-21.14959,-10.07082,-6.80222,-2.59,153.16,130.2,-2.59,153.16,0.07,0.78379,0.134,0.05004,-9.75181,-0.011,1.03556,Start_Activity
0,10/6/23 3:56 PM,138,33.64638,72.99550167,-24.08376,0.99063,-1.82333,-33.89376,-8.81937,-11.63333,-314.44,378.98001,282.51999,-314.44,378.98001,0.07,-0.23779,0.6369,-0.72611,-9.76693,-0.17944,0.86329,Start_Activity
0,10/6/23 3:56 PM,139,33.64638,72.99550167,-8.55913,-1.51705,0.66042,-18.36913,-11.32705,-9.14958,114.1,-101.15,-154.49001,114.1,-101.15,0.07,0.56884,0.46304,-0.31545,-7.03621,-4.57765,5.07023,Start_Activity
0,10/6/23 3:56 PM,139,33.64638,72.99550167,-15.47199,-0.33021,1.95254,-25.28199,-10.14021,-7.85746,60.69,-155.39999,-140.7,60.69,-155.39999,0.07,0.72782,0.18264,0.05168,-8.53147,-1.78504,4.49422,Start_Activity
0,10/6/23 3:56 PM,138,33.64641333,72.99546667,-11.97129,-2.04347,6.95594,-21.78129,-11.85347,-2.85406,3.43,-23.66,-30.52,3.43,-23.66,0.07,0.84494,0.24801,-0.0071,-9.37292,-0.68637,2.80135,Start_Activity
0,10/6/23 3:56 PM,138,33.64641333,72.99546667,-4.43629,-0.6676,5.58724,-14.24629,-10.4776,-4.22276,4.97,-44.52,-29.33,4.97,-44.52,0.07,0.95595,0.18137,0.00476,-6.58023,-2.47132,6.83839,Start_Activity
0,10/6/23 3:56 PM,137,33.64642667,72.99544,-3.0006,-3.59881,7.61875,-12.8106,-13.40881,-2.19125,-47.04,-13.3,12.32,-47.04,-13.3,0.07,0.9487,0.27547,-0.08985,-3.81687,-4.2019,7.99662,Start_Activity
0,10/6/23 3:56 PM,137,33.64642667,72.99544,-5.85524,-5.1015,8.20499,-15.66524,-14.9115,-1.60501,-66.78,10.29,38.71,-66.78,10.29,0.07,0.90424,0.31852,-0.12781,-4.20716,-5.22103,7.15619,Start_Activity
0,10/6/23 3:56 PM,138,33.64643833,72.99541167,-2.42393,-3.4002,6.98465,-12.23393,-13.2102,-2.82535,12.6,13.37,-8.47,12.6,13.37,0.07,0.9202,0.36228,-0.08342,-2.66842,-4.97938,8.01597,Start_Activity
0,10/6/23 3:56 PM,138,33.64643833,72.99541167,-3.23031,-5.91266,6.84347,-13.04031,-15.72266,-2.96653,41.65,-6.51,-22.96,41.65,-6.51,0.07,0.89785,0.32445,-0.21385,-3.3932,-5.31685,7.50918,Start_Activity
0,10/6/23 3:56 PM,138,33.6462104,72.9963068,-3.45284,-5.25942,10.37767,-13.26284,-15.06942,0.56767,36.68,18.97,-25.48,36.68,18.97,0.07,0.91581,0.3194,-0.16592,-3.41167,-4.40597,8.0696,Start_Activity
0,10/6/23 3:56 PM,138,33.6462104,72.9963068,-0.57667,-3.04367,8.84627,-10.38667,-12.85367,-0.96373,-14.98,-16.8,23.1,-14.98,-16.8,0.07,0.95679,0.28503,-0.05119,-1.8324,-3.46256,8.99018,Start_Activity
0,10/6/23 3:56 PM,137,33.6462104,72.9963068,-5.68056,-1.3017,4.19222,-15.49056,-11.1117,-5.61778,-30.8,-18.41,49.98,-30.8,-18.41,0.07,0.89667,0.1661,-0.06112,-7.27713,-3.31236,5.67821,Start_Activity
0,10/6/23 3:56 PM,137,33.6462104,72.9963068,-13.72284,-4.01755,9.16451,-23.53284,-13.82755,-0.64549,-70.28,105.35,105.28,-70.28,105.35,0.07,0.86904,0.21824,-0.09003,-8.37548,-2.33602,4.53484,Start_Activity
0,10/6/23 3:56 PM,137,33.6462104,72.9963068,-1.58883,1.12941,6.25962,-11.39883,-8.68059,-3.55038,37.45,-39.27,-52.57,37.45,-39.27,0.07,0.98763,-0.14988,0.02087,-6.67364,-4.37094,5.70331,Start_Activity
0,10/6/23 3:56 PM,137,33.64624,72.99619167,-0.90449,-1.63669,4.733,-10.71449,-11.44669,-5.077,-8.12,-4.97,-31.99,-8.12,-4.97,0.07,-0.9867,0.16225,0.00431,-0.10195,-0.97104,9.75792,Start_Activity
0,10/6/23 3:56 PM,137,33.64624,72.99619167,-16.1372,-2.60339,3.52223,-25.9472,-12.41339,-6.28777,102.69,-179.89999,-178.99001,102.69,-179.89999,0.07,0.69201,0.35881,-0.10277,-8.31865,-2.31439,4.64909,Start_Activity
0,10/6/23 3:57 PM,137,33.64624167,72.99594167,-22.29393,-5.1326,6.2692,-32.10393,-14.9426,-3.5408,-164.78,217.7,258.64999,-164.78,217.7,0.07,0.70803,0.3679,-0.13202,-9.32466,3.03523,-0.09253,Start_Activity
0,10/6/23 3:57 PM,136,33.64624167,72.99594167,-6.52523,-0.42592,3.51506,-16.33523,-10.23592,-6.29494,-14.98,-0.7,6.37,-14.98,-0.7,0.07,0.84215,0.22638,0.0673,-9.77592,0.69869,-0.33707,Start_Activity
0,10/6/23 3:57 PM,136,33.6480117,72.9920053,-3.38824,-0.19621,7.57807,-13.19824,-10.00621,-2.23193,19.53,-13.09,3.29,19.53,-13.09,0.07,0.91812,0.38586,0.03007,-7.17399,-2.08375,6.35312,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-1.41416,-4.19701,13.77548,-11.22416,-14.00701,3.96548,4.55,48.09,3.01,4.55,48.09,0.07,0.9234,0.3807,-0.03703,-1.14777,-2.68622,9.36148,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-0.60778,-0.90449,8.12603,-10.41778,-10.71449,-1.68397,15.75,12.74,-11.55,15.75,12.74,0.07,0.91605,0.40096,-0.00478,-0.92162,-2.37203,9.47072,Start_Activity
0,10/6/23 3:57 PM,136,33.6480117,72.9920053,-0.79202,-1.32562,8.01117,-10.60202,-11.13562,-1.79883,16.8,-0.63,-35.35,16.8,-0.63,0.07,0.91858,0.39482,-0.01069,-1.29415,-1.57192,9.59295,Start_Activity
0,10/6/23 3:57 PM,136,33.6480117,72.9920053,0.99302,-1.91665,10.22932,-8.81698,-11.72665,0.41932,-11.13,4.97,-32.13,-11.13,4.97,0.07,-0.97735,0.21053,0.01679,-0.76395,-0.91025,9.73438,Start_Activity
0,10/6/23 3:57 PM,137,33.6480117,72.9920053,-0.04068,0.02871,11.13141,-9.85068,-9.78129,1.32141,1.33,-17.71,-12.46,1.33,-17.71,0.07,0.97369,-0.22786,0,-0.3353,-0.14995,9.79977,Start_Activity
0,10/6/23 3:57 PM,137,33.6480117,72.9920053,-0.51685,0.05025,6.86979,-10.32685,-9.75975,-2.94021,2.24,-40.95,43.19,2.24,-40.95,0.07,0.98058,-0.19608,-2.90E-04,-1.71145,-0.72956,9.62855,Start_Activity
0,10/6/23 3:57 PM,136,33.6480117,72.9920053,-3.39063,-2.1009,8.63809,-13.20063,-11.9109,-1.17191,-14,-11.13,-2.24,-14,-11.13,0.07,0.93294,0.34714,-0.0196,-2.68293,-2.70606,9.03601,Start_Activity
0,10/6/23 3:57 PM,136,33.6480117,72.9920053,-4.52004,-4.61815,11.69851,-14.33004,-14.42815,1.88851,-28.28,9.66,37.52,-28.28,9.66,0.07,0.92393,0.35976,-0.05567,-2.7438,-3.5268,8.72947,Start_Activity
0,10/6/23 3:57 PM,136,33.6480117,72.9920053,-1.48594,0.75852,9.39183,-11.29594,-9.05148,-0.41817,9.17,4.27,-7.35,9.17,4.27,0.07,0.98121,-0.19229,0.00427,-4.02737,-1.56866,8.80284,Start_Activity
0,10/6/23 3:57 PM,138,33.6480117,72.9920053,-0.3996,-2.94078,5.78584,-10.2096,-12.75078,-4.02416,16.24,-28.28,-14.28,16.24,-28.28,0.07,0.92943,0.35072,-0.1011,-1.34368,-1.20768,9.6388,Start_Activity
0,10/6/23 3:57 PM,139,33.6480117,72.9920053,-2.14875,-4.17787,14.37847,-11.95875,-13.98787,4.56847,17.43,16.8,-21.21,17.43,16.8,0.07,0.93791,0.34317,-0.03435,-2.03904,-2.04564,9.37166,Start_Activity
0,10/6/23 3:57 PM,138,33.64627,72.99585833,-0.41396,-1.73001,10.31785,-10.22396,-11.54001,0.50785,-18.34,6.79,14.14,-18.34,6.79,0.07,0.94556,0.32513,-0.01236,-2.29644,-1.84118,9.35451,Start_Activity
0,10/6/23 3:57 PM,138,33.64627,72.99585833,-3.07238,-1.95733,7.53978,-12.88238,-11.76733,-2.27022,12.39,-41.93,29.68,12.39,-41.93,0.07,0.92539,0.36463,-0.02072,-2.58077,-2.88932,9.00899,Start_Activity
0,10/6/23 3:57 PM,139,33.64633333,72.99574,-2.91924,-2.50289,11.87558,-12.72924,-12.31289,2.06558,-8.4,-0.35,-1.26,-8.4,-0.35,0.07,0.92726,0.37111,-0.01613,-1.46251,-2.14989,9.45566,Start_Activity
0,10/6/23 3:57 PM,138,33.64633333,72.99574,-2.59143,-5.2355,9.58565,-12.40143,-15.0455,-0.22435,1.96,24.01,33.32,1.96,24.01,0.07,0.94652,0.28409,-0.11373,-2.23324,-3.26209,8.97451,Start_Activity
0,10/6/23 3:57 PM,137,33.64637833,72.99566667,-1.8999,-1.17966,8.71466,-11.7099,-10.98966,-1.09534,21.21,-10.08,10.29,21.21,-10.08,0.07,0.97065,0.23837,-0.00989,-0.813,-0.84784,9.73604,Start_Activity
0,10/6/23 3:57 PM,136,33.64637833,72.99566667,-0.63649,-0.97627,14.12962,-10.44649,-10.78627,4.31962,-33.67,12.6,24.15,-33.67,12.6,0.07,0.98748,0.15772,-0.00251,-0.92444,0.45833,9.75222,Start_Activity
0,10/6/23 3:57 PM,135,33.64643667,72.99558833,-0.22732,0.31346,11.0022,-10.03732,-9.49654,1.1922,9.17,-3.22,-3.15,9.17,-3.22,0.07,0.99622,-0.08682,4.70E-04,-1.20525,0.39744,9.72419,Start_Activity
0,10/6/23 3:57 PM,136,33.64643667,72.99558833,-1.29691,-0.8997,7.07797,-11.10691,-10.7097,-2.73203,-7.07,-26.67,17.29,-7.07,-26.67,0.07,0.99854,0.04817,-0.01286,-2.95302,-1.13714,9.28208,Start_Activity
0,10/6/23 3:57 PM,137,33.6480117,72.9920053,-3.55573,-1.49073,11.80858,-13.36573,-11.30073,1.99858,-16.59,2.24,-3.57,-16.59,2.24,0.07,0.99537,0.08176,-0.01573,-0.91019,-1.06589,9.70597,Start_Activity
0,10/6/23 3:57 PM,137,33.6480117,72.9920053,-1.2993,-2.31386,10.31067,-11.1093,-12.12386,0.50067,-0.21,20.23,3.22,-0.21,20.23,0.07,0.99764,0.0607,-0.02694,-1.48849,-1.72289,9.53868,Start_Activity
0,10/6/23 3:57 PM,137,33.6480117,72.9920053,-0.3326,-1.40937,7.23111,-10.1426,-11.21937,-2.57889,11.2,11.34,-4.69,11.2,11.34,0.07,0.99823,0.0561,-0.01884,-1.29792,-2.11231,9.48809,Start_Activity
0,10/6/23 3:57 PM,137,33.6480117,72.9920053,-1.5003,-3.0676,8.67877,-11.3103,-12.8776,-1.13123,-3.5,-1.19,-23.38,-3.5,-1.19,0.07,0.99561,0.06036,-0.06234,-1.31451,-2.81253,9.30226,Start_Activity
0,10/6/23 3:57 PM,137,33.6480117,72.9920053,-1.29452,-1.91665,12.55753,-11.10452,-11.72665,2.74753,3.43,-0.21,-12.95,3.43,-0.21,0.07,0.99674,0.07895,-0.01304,-0.85322,-1.12616,9.70434,Start_Activity
0,10/6/23 3:57 PM,137,33.6480117,72.9920053,-0.53599,-0.34217,8.92044,-10.34599,-10.15217,-0.88956,2.52,-3.57,16.66,2.52,-3.57,0.07,0.99714,0.07548,-0.0012,-1.04228,-1.22211,9.67422,Start_Activity
0,10/6/23 3:57 PM,136,33.6480117,72.9920053,-0.52164,-0.83749,7.48236,-10.33164,-10.64749,-2.32764,-1.33,-19.11,6.44,-1.33,-19.11,0.07,0.99823,0.0588,-0.00704,-1.29765,-1.66124,9.57741,Start_Activity
0,10/6/23 3:57 PM,136,33.6480117,72.9920053,-3.38345,-3.28774,12.536,-13.19345,-13.09774,2.726,-14.42,19.25,37.24,-14.42,19.25,0.07,0.99572,0.0649,-0.04294,-1.69397,-2.93767,9.20168,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-2.44307,-3.3021,10.82752,-12.25307,-13.1121,1.01752,-1.05,19.04,14.42,-1.05,19.04,0.07,0.99563,0.06523,-0.05119,-1.65168,-2.4333,9.35529,Start_Activity
0,10/6/23 3:57 PM,134,33.6480117,72.9920053,-1.08634,-1.89751,7.04926,-10.89634,-11.70751,-2.76074,10.99,-7.07,-7.63,10.99,-7.07,0.07,0.99734,0.05676,-0.03843,-1.5373,-2.10001,9.455,Start_Activity
0,10/6/23 3:57 PM,134,33.6480117,72.9920053,-1.73001,-2.65125,8.52563,-11.54001,-12.46125,-1.28437,11.97,0.91,-24.64,11.97,0.91,0.07,0.99587,0.06424,-0.05156,-1.8489,-2.67691,9.25128,Start_Activity
0,10/6/23 3:57 PM,133,33.6480117,72.9920053,-2.56511,-4.51047,13.31606,-12.37511,-14.32047,3.50606,25.13,26.6,-14,25.13,26.6,0.07,0.997,0.03257,-0.06003,-1.91684,-2.18882,9.3651,Start_Activity
0,10/6/23 3:57 PM,133,33.6480117,72.9920053,-0.89731,-1.49312,9.34636,-10.70731,-11.30312,-0.46364,-21.7,-11.41,-9.03,-21.7,-11.41,0.07,0.99914,0.03782,-0.01429,-1.68884,-1.99475,9.45194,Start_Activity
0,10/6/23 3:57 PM,134,33.6480117,72.9920053,-2.2014,-1.62712,7.40818,-12.0114,-11.43712,-2.40182,5.39,-26.04,14.42,5.39,-26.04,0.07,0.99783,0.0171,-0.03715,-2.51898,-2.64839,9.10007,Start_Activity
0,10/6/23 3:57 PM,134,33.6480117,72.9920053,-3.59402,-3.62513,10.36571,-13.40402,-13.43513,0.55571,-68.74,-14.84,14.49,-68.74,-14.84,0.07,0.994,0.02321,-0.07503,-2.39498,-3.1595,8.96951,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-1.63669,-1.69173,8.35095,-11.44669,-11.50173,-1.45905,-10.22,1.82,10.36,-10.22,1.82,0.07,0.99816,0.04721,-0.02618,-1.76113,-2.42608,9.33718,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-1.17966,-1.61276,7.468,-10.98966,-11.42276,-2.342,-5.74,-7.84,-11.06,-5.74,-7.84,0.07,0.99752,0.0613,-0.02658,-1.59088,-2.66176,9.30347,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-1.75394,-2.57228,8.31267,-11.56394,-12.38228,-1.49733,20.16,17.71,-27.65,20.16,17.71,0.07,0.9955,0.06868,-0.05142,-2.01446,-2.99455,9.11839,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-3.10588,-5.17089,13.08395,-12.91588,-14.98089,3.27395,14.14,15.75,-26.67,14.14,15.75,0.07,0.99381,0.05734,-0.07907,-2.13984,-2.43937,9.25424,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-2.16072,-0.94277,9.08315,-11.97072,-10.75277,-0.72685,-0.56,-6.02,-19.25,-0.56,-6.02,0.07,0.99728,0.0661,-0.01104,-1.65694,-1.39117,9.56502,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-3.00539,0.12682,8.04945,-12.81539,-9.68318,-1.76055,-5.95,-16.73,6.79,-5.95,-16.73,0.07,0.99718,-0.03743,3.30E-04,-1.88065,-0.27917,9.62058,Start_Activity
0,10/6/23 3:57 PM,135,33.6480117,72.9920053,-4.05583,-2.51246,12.37089,-13.86583,-12.32246,2.56089,-4.69,49.42,30.17,-4.69,49.42,0.07,0.99678,0.04099,-0.0341,-3.19979,-1.44312,9.15692,Start_Activity
0,10/6/23 3:57 PM,135,33.64643167,72.99557667,-1.43809,-1.5003,7.52064,-11.24809,-11.3103,-2.28936,27.23,1.68,4.48,27.23,1.68,0.07,0.9983,0.04517,-0.02537,-2.49982,-1.83869,9.30272,Start_Activity
0,10/6/23 3:57 PM,135,33.64643167,72.99557667,-2.22293,-2.38804,7.51586,-12.03293,-12.19804,-2.29414,13.93,-7.07,-31.29,13.93,-7.07,0.07,0.99515,0.04864,-0.06009,-2.43348,-2.47547,9.17173,Start_Activity
0,10/6/23 3:57 PM,134,33.64643167,72.99557667,-3.1681,-3.88834,11.70808,-12.9781,-13.69834,1.89808,5.81,22.61,-10.15,5.81,22.61,0.07,0.99581,0.03742,-0.06305,-2.84635,-2.44946,9.05918,Start_Activity
0,10/6/23 3:57 PM,133,33.64641667,72.99548833,-2.0004,-1.60798,8.56391,-11.8104,-11.41798,-1.24609,-16.59,-4.06,15.68,-16.59,-4.06,0.07,0.99823,0.04109,-0.02554,-2.84962,-2.406,9.06979,Start_Activity
0,10/6/23 3:57 PM,133,33.64641667,72.99548833,-3.67298,-1.99561,8.11167,-13.48298,-11.80561,-1.69833,-25.9,-20.51,-13.3,-25.9,-20.51,0.07,0.99198,0.05104,-0.05111,-3.32723,-3.0364,8.71092,Start_Activity
0,10/6/23 3:57 PM,132,33.64641167,72.99539167,-5.31207,-3.23031,11.07398,-15.12207,-13.04031,1.26398,4.34,35.77,42.07,4.34,35.77,0.07,0.98994,0.04622,-0.06597,-3.39153,-2.42109,8.87729,Start_Activity
0,10/6/23 3:57 PM,132,33.6480117,72.9920053,-2.56271,-1.3352,7.74796,-12.37271,-11.1452,-2.06204,28.42,0.91,-11.83,28.42,0.91,0.07,0.99546,0.06982,-0.02603,-2.57835,-2.31859,9.17315,Start_Activity
0,10/6/23 3:57 PM,131,33.6480117,72.9920053,-2.35454,-2.72543,7.92742,-12.16454,-12.53543,-1.88258,34.09,-13.58,-26.11,34.09,-13.58,0.07,0.99358,0.06482,-0.06664,-2.39453,-2.08732,9.27792,Start_Activity
0,10/6/23 3:57 PM,131,33.6480117,72.9920053,-2.29472,-3.39302,7.39861,-12.10472,-13.20302,-2.41139,40.88,-11.13,-32.62,40.88,-11.13,0.07,0.98861,0.07474,-0.10366,-2.5156,-2.6101,9.11206,Start_Activity
0,10/6/23 3:57 PM,132,33.6480117,72.9920053,-1.47876,-2.97189,9.83929,-11.28876,-12.78189,0.02929,-19.25,10.78,-15.89,-19.25,10.78,0.07,0.99791,0.03593,-0.04723,-2.77796,-3.19459,8.84578,Start_Activity
0,10/6/23 3:57 PM,132,33.6480117,72.9920053,-1.88315,-1.80897,6.74537,-11.69315,-11.61897,-3.06463,-21.42,-26.81,19.88,-21.42,-26.81,0.07,0.99614,0.05372,-0.04555,-2.9548,-3.54563,8.65263,Start_Activity
0,10/6/23 3:57 PM,133,33.6480117,72.9920053,-5.64467,-4.0343,10.17907,-15.45467,-13.8443,0.36907,-76.37,-17.71,5.04,-76.37,-17.71,0.07,0.98146,0.0594,-0.10184,-3.43266,-3.84714,8.34187,Start_Activity
0,10/6/23 3:57 PM,133,33.6480117,72.9920053,-2.32822,-3.65384,9.17408,-12.13822,-13.46384,-0.63592,0.14,20.3,30.45,0.14,20.3,0.07,0.99189,0.07931,-0.07979,-2.60748,-3.63064,8.72868,Start_Activity
0,10/6/23 3:57 PM,134,33.6480117,72.9920053,-1.56491,-3.70648,5.92702,-11.37491,-13.51648,-3.88298,19.18,10.01,-18.9,19.18,10.01,0.07,0.97959,0.08719,-0.16192,-2.19035,-4.08224,8.64338,Start_Activity
0,10/6/23 3:57 PM,134,33.6465314,72.9937724,-5.20439,-5.02493,11.82772,-15.01439,-14.83493,2.01772,50.19,18.55,-7.14,50.19,18.55,0.07,0.98608,0.06303,-0.1024,-3.18527,-3.446,8.61101,Start_Activity
0,10/6/23 3:57 PM,134,33.6465314,72.9937724,-1.89033,-2.99342,8.97548,-11.70033,-12.80342,-0.83452,-0.35,6.79,-12.04,-0.35,6.79,0.07,0.99693,0.03134,-0.05967,-2.87944,-3.4341,8.72274,Start_Activity
0,10/6/23 3:58 PM,135,33.6465314,72.9937724,-2.78525,-2.84507,6.92722,-12.59525,-12.65507,-2.88278,-15.96,-18.97,6.79,-15.96,-18.97,0.07,0.98733,0.07655,-0.09357,-3.02291,-3.26467,8.73924,Start_Activity
0,10/6/23 3:58 PM,135,33.6465314,72.9937724,-3.21835,-3.49352,12.65085,-13.02835,-13.30352,2.84085,20.09,1.68,3.08,20.09,1.68,0.07,0.99416,0.08566,-0.04444,-2.01621,-2.55074,9.25197,Start_Activity
0,10/6/23 3:58 PM,136,33.6465314,72.9937724,-1.58883,-4.27358,8.97787,-11.39883,-14.08358,-0.83213,-24.85,59.57,54.81,-24.85,59.57,0.07,0.98366,0.11125,-0.11067,-2.75667,-3.21815,8.84391,Start_Activity
0,10/6/23 3:58 PM,131,0,0,0.12921,-1.73719,13.81137,-9.68079,-11.54719,4.00137,-12.95,24.08,-1.33,-12.95,24.08,0.07,-0.84446,0.53556,0.00633,0.5235,1.69561,9.64475,Start_Activity
